First Name,Middle Name,Last Name,Title,Suffix,Nickname,Given Yomi,Surname Yomi,E-mail Address,E-mail 2 Address,E-mail 3 Address,Home Phone,Home Phone 2,Business Phone,Business Phone 2,Mobile Phone,Car Phone,Other Phone,Primary Phone,Pager,Business Fax,Home Fax,Other Fax,Company Main Phone,Callback,Radio Phone,Telex,TTY/TDD Phone,IMAddress,Job Title,Department,Company,Office Location,Manager's Name,Assistant's Name,Assistant's Phone,Company Yomi,Business Street,Business City,Business State,Business Postal Code,Business Country/Region,Home Street,Home City,Home State,Home Postal Code,Home Country/Region,Other Street,Other City,Other State,Other Postal Code,Other Country/Region,Personal Web Page,Spouse,Schools,Hobby,Location,Web Page,Birthday,Anniversary,Notes
Clay,,Yarborough,,,,,,yarborough.clay.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 4"
Tom A.,,Wright,,,,,,wright.tom.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 14"
Jay,,Trumbull,,,,,,trumbull.jay.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 2"
Keith,,Truenow,,,,,,truenow.keith.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 13"
Carlos Guillermo,,Smith,,,,,,smith.carlos.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 17"
Corey,,Simon,,,,,,simon.corey.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 3"
Barbara,,Sharief,,,,,,sharief.barbara.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 35"
Darryl,,Rouson,,,,,,rouson.darryl.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 16"
Ana Maria,,Rodriguez,,,,,,rodriguez.anamaria.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 40"
Tina,,Polsky,,,,,,polsky.tina.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 30"
Jason,,Pizzo,,,,,,pizzo.jason.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 3"
Kathleen,,Passidomo,,,,,,passidomo.kathleen.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 28"
Rosalind,,Osgood,,,,,,osgood.rosalind.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 32"
Brian,,Nathan,,,,,,nathan.brian.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 37"
Stan,,McClain,,,,,,mcclain.stan.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 9"
Debbie,,Mayfield,,,,,,mayfield.debbie.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 19"
Ralph,,Massullo,,,,,,massullo.ralph.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 11"
Jonathan,,Martin,,,,,,martin.jonathan.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 33"
Tom,,Leek,,,,,,leek.tom.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 7"
Shevrin,,Jones,,,,,,jones.shevrin.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 34"
Ed,,Hooper,,,,,,hooper.ed.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 21"
Gayle,,Harrell,,,,,,harrell.gayle.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 31"
Joe,,Gruters,,,,,,gruters.joe.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 22"
Erin,,Grall,,,,,,grall.erin.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 29"
Don,,Gaetz,,,,,,gaetz.don.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 1"
Ileana,,Garcia,,,,,,garcia.ileana.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 36"
Nick,,DiCeglie,,,,,,diceglie.nick.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 18"
Tracie,,Davis,,,,,,davis.tracie.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 5"
Alexis,,Calatayud,,,,,,calatayud.alexis.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 38"
Colleen,,Burton,,,,,,burton.colleen.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 12"
Danny,,Burgess,,,,,,burgess.danny.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 23"
Jason,,Brodeur,,,,,,brodeur.jason.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 10"
Jennifer,,Bradley,,,,,,bradley.jennifer.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 6"
LaVon,,Bracy Davis,,,,,,bracydavis.lavon.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 15"
Jim,,Boyd,,,,,,boyd.jim.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 20"
Mack,,Bernard,,,,,,bernard.mack.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 24"
Lori,,Berman,,,,,,berman.lori.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 26"
Bryan,,Avila,,,,,,avila.bryan.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 39"
Kristen,,Arrington,,,,,,arrington.kristen.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : D
District : 25"
Ben,,Albritton,,,,,,albritton.ben.web@flsenate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : R
District : 27"
Judith,,Zaffirini,,,,,,judith.zaffirini@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 21
Party : D"
Royce,,West,,,,,,royce.west@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 23
Party : D"
Kevin,,Sparks,,,,,,kevin.sparks@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 31
Party : R"
Charles,,Schwertner,,,,,,charles.schwertner@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 5
Party : R"
Taylor,,Rehmet,,,,,,taylor.rehmet@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 9
Party : D"
Charles,,Perry,,,,,,charles.perry@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 28
Party : R"
Angela,,Paxton,,,,,,angela.paxton@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 8
Party : R"
Tan,,Parker,,,,,,tan.parker@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 12
Party : R"
Robert,,Nichols,,,,,,robert.nichols@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 3
Party : R"
Borris,,Miles,,,,,,borris.miles@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 13
Party : D"
Mayes,,Middleton,,,,,,mayes.middleton@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 11
Party : R"
José,,Menéndez,,,,,,jose.menendez@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 26
Party : D"
Lois,,Kolkhorst,,,,,,lois.kolkhorst@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 18
Party : R"
Phil,,King,,,,,,phil.king@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 10
Party : R"
Nathan,,Johnson,,,,,,nathan.johnson@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 16
Party : D"
Bryan,,Hughes,,,,,,bryan.hughes@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 1
Party : R"
Joan,,Huffman,,,,,,joan.huffman@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 17
Party : R"
Juan,,Hinojosa,,,,,,juan.hinojosa@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 20
Party : D"
Adam,,Hinojosa,,,,,,adam.hinojosa@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 27
Party : R"
Bob,,Hall,,,,,,bob.hall@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 2
Party : R"
Brent,,Hagenbuch,,,,,,brent.hagenbuch@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 30
Party : R"
Roland,,Gutierrez,,,,,,roland.gutierrez@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 19
Party : D"
Pete,,Flores,,,,,,pete.flores@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 24
Party : R"
Sarah,,Eckhardt,,,,,,sarah.eckhardt@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 14
Party : D"
Molly,,Cook,,,,,,molly.cook@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 15
Party : D"
Donna,,Campbell,,,,,,donna.campbell@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 25
Party : R"
César,,Blanco,,,,,,cesar.blanco@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 29
Party : D"
Brian,,Birdwell,,,,,,brian.birdwell@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 22
Party : R"
Paul,,Bettencourt,,,,,,paul.bettencourt@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 7
Party : R"
Carol,,Alvarado,,,,,,carol.alvarado@senate.texas.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 6
Party : D"
Nancy,,Skinner,,,,,,senator.skinner@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 40
Party : Democrat"
Susan Talamantes,,Eggman,,,,,,senator.eggman@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 39
Party : Democrat"
Steven C.,,Bradford,,,,,,senator.bradford@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 38
Party : Democrat"
Janet,,Nguyen,,,,,,senator.nguyen@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 37
Party : Republican"
Brian W.,,Jones,,,,,,senator.jones@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 36
Party : Republican"
Tom,,Umberg,,,,,,senator.umberg@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 35
Party : Democrat"
Dave,,Min,,,,,,senator.min@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 34
Party : Democrat"
Lena,,Gonzalez,,,,,,senator.gonzalez@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 33
Party : Democrat"
Tina,,Smallwood-Cuevas,,,,,,senator.smallwood-cuevas@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 32
Party : Democrat"
Richard D.,,Roth,,,,,,senator.roth@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 31
Party : Democrat"
Bob,,Archuleta,,,,,,senator.archuleta@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 30
Party : Democrat"
Josh,,Newman,,,,,,senator.newman@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 29
Party : Democrat"
Monique,,Limón,,,,,,senator.limon@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 28
Party : Democrat"
Henry I.,,Stern,,,,,,senator.stern@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 27
Party : Democrat"
Maria Elena,,Durazo,,,,,,senator.durazo@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 26
Party : Democrat"
Anthony J.,,Portantino,,,,,,senator.portantino@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 25
Party : Democrat"
Ben,,Allen,,,,,,senator.allen@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 24
Party : Democrat"
Kelly,,Seyarto,,,,,,senator.seyarto@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 23
Party : Republican"
Susan,,Rubio,,,,,,senator.rubio@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 22
Party : Democrat"
Scott,,Wilk,,,,,,senator.wilk@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 21
Party : Republican"
Caroline,,Menjivar,,,,,,senator.menjivar@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 20
Party : Democrat"
Rosilicie,,Ochoa Bogh,,,,,,senator.ochoa-bogh@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 19
Party : Republican"
Steve,,Padilla,,,,,,senator.padilla@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 18
Party : Democrat"
John,,Laird,,,,,,senator.laird@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 17
Party : Democrat"
Melissa,,Hurtado,,,,,,senator.hurtado@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 16
Party : Democrat"
Dave,,Cortese,,,,,,senator.cortese@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 15
Party : Democrat"
Anna,,Caballero,,,,,,senator.caballero@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 14
Party : Democrat"
Catherine,,Blakespear,,,,,,senator.blakespear@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 13
Party : Democrat"
Josh,,Becker,,,,,,senator.becker@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 12
Party : Democrat"
Scott D.,,Wiener,,,,,,senator.wiener@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 11
Party : Democrat"
Aisha,,Wahab,,,,,,senator.wahab@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 10
Party : Democrat"
Tim,,Grayson,,,,,,senator.grayson@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 09
Party : Democrat"
Angelique V.,,Ashby,,,,,,senator.ashby@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 08
Party : Democrat"
Jessie,,Arreguín,,,,,,senator.arreguin@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 07
Party : Democrat"
Roger,,Niello,,,,,,senator.niello@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 06
Party : Republican"
Jerry,,McNerney,,,,,,senator.mcnerney@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 05
Party : Democrat"
Marie,,Alvarado-Gil,,,,,,senator.alvarado-gil@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 04
Party : Democrat"
Christopher,,Cabaldon,,,,,,senator.cabaldon@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 03
Party : Democrat"
Mike,,McGuire,,,,,,senator.mcguire@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 02
Party : Democrat"
Megan,,Dahle,,,,,,senator.dahle@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 01
Party : Republican"
,,,,,,,,senator.jones@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 40
Name : Brian W. Jones"
,,,,,,,,senator.atkins@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 39
Name : Toni Atkins"
,,,,,,,,senator.blakespear@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 38
Name : Catherine Blakespear"
,,,,,,,,senator.min@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 37
Name : Dave Min"
,,,,,,,,senator.nguyen@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 36
Name : Janet Nguyen"
,,,,,,,,senator.bradford@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 35
Name : Steven Bradford"
,,,,,,,,senator.umberg@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 34
Name : Thomas Umberg"
,,,,,,,,senator.gonzalez@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 33
Name : Lena Gonzalez"
,,,,,,,,senator.seyarto@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 32
Name : Kelly Seyarto"
,,,,,,,,senator.roth@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 31
Name : Richard Roth"
,,,,,,,,senator.archuleta@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 30
Name : Bob Archuleta"
,,,,,,,,senator.newman@senate.ca.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 29
Name : Josh Newman"
